filename,face_identity_score,clip_score,brisque_score,time,
WOMEN-Blouses_Shirts-id_00004586-05_4_full,0.497525388,0.28919062,10.48614502,42.08874772,
MEN-Tees_Tanks-id_00002638-10_7_additional,0.753060186,0.346161216,12.18945313,42.39013883,
WOMEN-Blouses_Shirts-id_00006615-02_4_full,0.610782439,0.311466992,28.9407959,42.09311694,
WOMEN-Sweaters-id_00000098-02_4_full,0.464446449,0.261516333,17.13720703,42.3075275,
WOMEN-Tees_Tanks-id_00004965-04_4_full,0.731493199,0.226681352,13.83483887,42.05382515,
WOMEN-Shorts-id_00002462-01_1_front,0.558055842,0.242151171,29.93304443,42.19005618,
WOMEN-Dresses-id_00003584-01_7_additional,0.302011119,0.255574465,22.26586914,42.57456593,
WOMEN-Dresses-id_00003422-04_4_full,0.606341893,0.218428299,30.39245605,42.72181981,
WOMEN-Blouses_Shirts-id_00007273-01_4_full,0.442864367,0.249365762,25.1661377,45.88314786,
WOMEN-Tees_Tanks-id_00005268-06_4_full,0.657146031,0.224918067,-4.080749512,156.392582,
WOMEN-Dresses-id_00005410-01_1_front,0.513661796,0.297785878,4.602966309,156.0657145,
WOMEN-Sweaters-id_00006734-09_4_full,0.543268705,0.265773028,13.77441406,45.88782072,
MEN-Denim-id_00000353-02_7_additional,0.727940196,0.307839185,14.28039551,49.37051963,
WOMEN-Blouses_Shirts-id_00007011-06_7_additional,0.690956736,0.30364415,19.22869873,53.85612029,
MEN-Tees_Tanks-id_00007723-10_7_additional,0.727747494,0.345801771,29.26483154,52.72575001,
WOMEN-Tees_Tanks-id_00006738-03_4_full,0.65854075,0.260400295,16.24163818,51.78974428,
WOMEN-Blouses_Shirts-id_00004977-02_4_full,0.705495322,0.279115319,11.15374756,56.21252995,
WOMEN-Tees_Tanks-id_00001478-05_4_full,0.550016815,0.24486056,19.8536377,86.45828387,
WOMEN-Sweaters-id_00003433-01_4_full,0.637082601,0.281763852,14.53283691,42.34892782,
WOMEN-Denim-id_00002359-04_4_full,0.342817375,0.232082814,38.65649414,108.108846,
WOMEN-Blouses_Shirts-id_00007638-02_4_full,0.623716676,0.25273028,29.09100342,79.39419317,
WOMEN-Sweatshirts_Hoodies-id_00004379-01_7_additional,0.608328903,0.23814474,1.082702637,55.18251158,
WOMEN-Cardigans-id_00000284-01_7_additional,0.529970312,0.245304614,21.88690186,57.74545652,
WOMEN-Rompers_Jumpsuits-id_00001946-05_4_full,0.489446783,0.276592255,10.52349854,56.18518731,
WOMEN-Dresses-id_00002306-03_7_additional,0.556180143,0.298614621,16.15557861,48.1286876,
WOMEN-Rompers_Jumpsuits-id_00000677-04_4_full,0.61267283,0.249385238,26.71411133,42.88113131,
WOMEN-Dresses-id_00003928-02_3_back,0.580293083,0.32243371,28.9520874,41.49023207,
,0.583989939,0.2695684,20.78201355,51.6607447,
